BaitID	Domain	Level	Target	RegionOffset	BaitOffset	Tm	Gene	GeneOffset	Method	Source
BS056-001-5	Bacteria	Species	Burkholderia_mallei	1160084	20	85.74	fhaC	650	Pseudo-Organism	Target
BS056-002-1	Bacteria	Species	Burkholderia_mallei	1160006	0	84.01	fhaC	552	Pseudo-Organism	Target
BS056-002-2	Bacteria	Species	Burkholderia_mallei	1160006	5	84.01	fhaC	557	Pseudo-Organism	Target
BS056-002-3	Bacteria	Species	Burkholderia_mallei	1160006	10	84.01	fhaC	562	Pseudo-Organism	Target
BS056-002-4	Bacteria	Species	Burkholderia_mallei	1160006	15	84.01	fhaC	567	Pseudo-Organism	Target
BS056-002-5	Bacteria	Species	Burkholderia_mallei	1160006	20	84.01	fhaC	572	Pseudo-Organism	Target
BS056-003-1	Bacteria	Species	Burkholderia_mallei	1160907	0	87.63	fhaC	1453	Pseudo-Organism	Target
BS056-003-2	Bacteria	Species	Burkholderia_mallei	1160907	5	87.63	fhaC	1458	Pseudo-Organism	Target
BS056-003-3	Bacteria	Species	Burkholderia_mallei	1160907	10	87.63	fhaC	1463	Pseudo-Organism	Target
BS056-003-4	Bacteria	Species	Burkholderia_mallei	1160907	15	87.63	fhaC	1468	Pseudo-Organism	Target
BS056-003-5	Bacteria	Species	Burkholderia_mallei	1160907	20	87.63	fhaC	1473	Pseudo-Organism	Target
BS056-004-1	Bacteria	Species	Burkholderia_mallei	53757	0	84.77	ephD_1	694	Pseudo-Organism	Target
BS056-004-2	Bacteria	Species	Burkholderia_mallei	53757	5	84.77	ephD_1	699	Pseudo-Organism	Target
BS056-004-3	Bacteria	Species	Burkholderia_mallei	53757	10	84.77	ephD_1	704	Pseudo-Organism	Target
BS056-004-4	Bacteria	Species	Burkholderia_mallei	53757	15	84.77	ephD_1	709	Pseudo-Organism	Target
BS056-004-5	Bacteria	Species	Burkholderia_mallei	53757	20	84.77	ephD_1	714	Pseudo-Organism	Target
BS056-005-1	Bacteria	Species	Burkholderia_mallei	213756	0	86.06	ltaS1	1434	Pseudo-Organism	Target
BS056-005-2	Bacteria	Species	Burkholderia_mallei	213756	5	86.06	ltaS1	1439	Pseudo-Organism	Target
BS056-005-3	Bacteria	Species	Burkholderia_mallei	213756	10	86.06	ltaS1	1444	Pseudo-Organism	Target
BS056-005-4	Bacteria	Species	Burkholderia_mallei	213756	15	86.06	ltaS1	1449	Pseudo-Organism	Target
BS056-005-5	Bacteria	Species	Burkholderia_mallei	213756	20	86.06	ltaS1	1454	Pseudo-Organism	Target
BS056-006-1	Bacteria	Species	Burkholderia_mallei	691400	0	83.19	tycC_2	1255	Pseudo-Organism	Target
BS056-006-2	Bacteria	Species	Burkholderia_mallei	691400	5	83.19	tycC_2	1260	Pseudo-Organism	Target
BS056-006-3	Bacteria	Species	Burkholderia_mallei	691400	10	83.19	tycC_2	1265	Pseudo-Organism	Target
BS056-006-4	Bacteria	Species	Burkholderia_mallei	691400	15	83.19	tycC_2	1270	Pseudo-Organism	Target
BS056-006-5	Bacteria	Species	Burkholderia_mallei	691400	20	83.19	tycC_2	1275	Pseudo-Organism	Target
BS056-007-1	Bacteria	Species	Burkholderia_mallei	690448	0	85.94	tycC_2	303	Pseudo-Organism	Target
BS056-007-2	Bacteria	Species	Burkholderia_mallei	690448	5	85.94	tycC_2	308	Pseudo-Organism	Target
BS056-007-3	Bacteria	Species	Burkholderia_mallei	690448	10	85.94	tycC_2	313	Pseudo-Organism	Target
BS056-007-4	Bacteria	Species	Burkholderia_mallei	690448	15	85.94	tycC_2	318	Pseudo-Organism	Target
BS056-007-5	Bacteria	Species	Burkholderia_mallei	690448	20	85.94	tycC_2	323	Pseudo-Organism	Target
BS056-008-1	Bacteria	Species	Burkholderia_mallei	1160879	0	84.50	fhaC	1425	Pseudo-Organism	Target
BS056-009-1	Bacteria	Species	Burkholderia_mallei	53731	0	85.24	ephD_1	668	Pseudo-Organism	Target
BS056-009-2	Bacteria	Species	Burkholderia_mallei	53731	5	85.24	ephD_1	673	Pseudo-Organism	Target
BS056-009-3	Bacteria	Species	Burkholderia_mallei	53731	10	85.24	ephD_1	678	Pseudo-Organism	Target
BS056-009-4	Bacteria	Species	Burkholderia_mallei	53731	15	85.24	ephD_1	683	Pseudo-Organism	Target
BS056-009-5	Bacteria	Species	Burkholderia_mallei	53731	20	85.24	ephD_1	688	Pseudo-Organism	Target
BS056-010-1	Bacteria	Species	Burkholderia_mallei	213006	0	83.79	ltaS1	684	Pseudo-Organism	Target
BS056-010-2	Bacteria	Species	Burkholderia_mallei	213006	5	83.79	ltaS1	689	Pseudo-Organism	Target
BS056-010-3	Bacteria	Species	Burkholderia_mallei	213006	10	83.79	ltaS1	694	Pseudo-Organism	Target
BS056-010-4	Bacteria	Species	Burkholderia_mallei	213006	15	83.79	ltaS1	699	Pseudo-Organism	Target
BS056-010-5	Bacteria	Species	Burkholderia_mallei	213006	20	83.79	ltaS1	704	Pseudo-Organism	Target
BS056-011-1	Bacteria	Species	Burkholderia_mallei	53705	0	85.97	ephD_1	642	Pseudo-Organism	Target
BS056-011-2	Bacteria	Species	Burkholderia_mallei	53705	5	85.97	ephD_1	647	Pseudo-Organism	Target
BS056-011-3	Bacteria	Species	Burkholderia_mallei	53705	10	85.97	ephD_1	652	Pseudo-Organism	Target
BS056-011-4	Bacteria	Species	Burkholderia_mallei	53705	15	85.97	ephD_1	657	Pseudo-Organism	Target
BS056-011-5	Bacteria	Species	Burkholderia_mallei	53705	20	85.97	ephD_1	662	Pseudo-Organism	Target
BS056-012-1	Bacteria	Species	Burkholderia_mallei	878649	0	85.98	mshA_1	442	Pseudo-Organism	Target
BS056-012-2	Bacteria	Species	Burkholderia_mallei	878649	5	85.98	mshA_1	447	Pseudo-Organism	Target
BS056-012-3	Bacteria	Species	Burkholderia_mallei	878649	10	85.98	mshA_1	452	Pseudo-Organism	Target
BS056-012-4	Bacteria	Species	Burkholderia_mallei	878649	15	85.98	mshA_1	457	Pseudo-Organism	Target
BS056-012-5	Bacteria	Species	Burkholderia_mallei	878649	20	85.98	mshA_1	462	Pseudo-Organism	Target
BS056-013-1	Bacteria	Species	Burkholderia_mallei	690676	0	85.11	tycC_2	531	Pseudo-Organism	Target
BS056-013-2	Bacteria	Species	Burkholderia_mallei	690676	5	85.11	tycC_2	536	Pseudo-Organism	Target
BS056-013-3	Bacteria	Species	Burkholderia_mallei	690676	10	85.11	tycC_2	541	Pseudo-Organism	Target
BS056-013-4	Bacteria	Species	Burkholderia_mallei	690676	15	85.11	tycC_2	546	Pseudo-Organism	Target
BS056-013-5	Bacteria	Species	Burkholderia_mallei	690676	20	85.11	tycC_2	551	Pseudo-Organism	Target
BS056-014-1	Bacteria	Species	Burkholderia_mallei	212617	0	86.55	ltaS1	295	Pseudo-Organism	Target
BS056-014-2	Bacteria	Species	Burkholderia_mallei	212617	5	86.55	ltaS1	300	Pseudo-Organism	Target
BS056-014-3	Bacteria	Species	Burkholderia_mallei	212617	10	86.55	ltaS1	305	Pseudo-Organism	Target
BS056-014-4	Bacteria	Species	Burkholderia_mallei	212617	15	86.55	ltaS1	310	Pseudo-Organism	Target
BS056-014-5	Bacteria	Species	Burkholderia_mallei	212617	20	86.55	ltaS1	315	Pseudo-Organism	Target
BS056-015-1	Bacteria	Species	Burkholderia_mallei	1160759	1	81.50	fhaC	1306	Pseudo-Organism	Target
BS056-015-2	Bacteria	Species	Burkholderia_mallei	1160759	6	81.50	fhaC	1311	Pseudo-Organism	Target
BS056-015-3	Bacteria	Species	Burkholderia_mallei	1160759	11	81.50	fhaC	1316	Pseudo-Organism	Target
BS056-015-4	Bacteria	Species	Burkholderia_mallei	1160759	16	81.50	fhaC	1321	Pseudo-Organism	Target
BS056-016-1	Bacteria	Species	Burkholderia_mallei	1160374	0	88.11	fhaC	920	Pseudo-Organism	Target
BS056-016-2	Bacteria	Species	Burkholderia_mallei	1160374	5	88.11	fhaC	925	Pseudo-Organism	Target
BS056-016-3	Bacteria	Species	Burkholderia_mallei	1160374	10	88.11	fhaC	930	Pseudo-Organism	Target
BS056-016-4	Bacteria	Species	Burkholderia_mallei	1160374	15	88.11	fhaC	935	Pseudo-Organism	Target
BS056-016-5	Bacteria	Species	Burkholderia_mallei	1160374	20	88.11	fhaC	940	Pseudo-Organism	Target
BS056-017-1	Bacteria	Species	Burkholderia_mallei	53627	0	84.16	ephD_1	564	Pseudo-Organism	Target
BS056-017-2	Bacteria	Species	Burkholderia_mallei	53627	5	84.16	ephD_1	569	Pseudo-Organism	Target
BS056-017-3	Bacteria	Species	Burkholderia_mallei	53627	10	84.16	ephD_1	574	Pseudo-Organism	Target
BS056-017-4	Bacteria	Species	Burkholderia_mallei	53627	15	84.16	ephD_1	579	Pseudo-Organism	Target
BS056-017-5	Bacteria	Species	Burkholderia_mallei	53627	20	84.16	ephD_1	584	Pseudo-Organism	Target
BS056-018-1	Bacteria	Species	Burkholderia_mallei	953132	1	86.62	xerC_1	483	Pseudo-Organism	Target
BS056-018-2	Bacteria	Species	Burkholderia_mallei	953132	6	86.62	xerC_1	488	Pseudo-Organism	Target
BS056-018-3	Bacteria	Species	Burkholderia_mallei	953132	11	86.62	xerC_1	493	Pseudo-Organism	Target
BS056-019-1	Bacteria	Species	Burkholderia_mallei	213626	0	79.52	ltaS1	1304	Pseudo-Organism	Target
BS056-019-2	Bacteria	Species	Burkholderia_mallei	213626	5	79.52	ltaS1	1309	Pseudo-Organism	Target
BS056-019-3	Bacteria	Species	Burkholderia_mallei	213626	10	79.52	ltaS1	1314	Pseudo-Organism	Target
BS056-019-4	Bacteria	Species	Burkholderia_mallei	213626	15	79.52	ltaS1	1319	Pseudo-Organism	Target
BS056-019-5	Bacteria	Species	Burkholderia_mallei	213626	20	79.52	ltaS1	1324	Pseudo-Organism	Target
BS056-020-1	Bacteria	Species	Burkholderia_mallei	431946	0	86.92	kdpE_1	632	Pseudo-Organism	Target
BS056-020-2	Bacteria	Species	Burkholderia_mallei	431946	5	86.92	kdpE_1	637	Pseudo-Organism	Target
BS056-020-3	Bacteria	Species	Burkholderia_mallei	431946	10	86.92	kdpE_1	642	Pseudo-Organism	Target
BS056-020-4	Bacteria	Species	Burkholderia_mallei	431946	15	86.92	kdpE_1	647	Pseudo-Organism	Target
BS056-020-5	Bacteria	Species	Burkholderia_mallei	431946	20	86.92	kdpE_1	652	Pseudo-Organism	Target
BS056-021-1	Bacteria	Species	Burkholderia_mallei	693805	1	88.14	tycC_2	3661	Pseudo-Organism	Target
BS056-021-2	Bacteria	Species	Burkholderia_mallei	693805	6	88.14	tycC_2	3666	Pseudo-Organism	Target
BS056-022-1	Bacteria	Species	Burkholderia_mallei	1160725	0	82.78	fhaC	1271	Pseudo-Organism	Target
BS056-022-2	Bacteria	Species	Burkholderia_mallei	1160725	5	82.78	fhaC	1276	Pseudo-Organism	Target
BS056-022-3	Bacteria	Species	Burkholderia_mallei	1160725	10	82.78	fhaC	1281	Pseudo-Organism	Target
BS056-022-4	Bacteria	Species	Burkholderia_mallei	1160725	15	82.78	fhaC	1286	Pseudo-Organism	Target
BS056-022-5	Bacteria	Species	Burkholderia_mallei	1160725	20	82.78	fhaC	1291	Pseudo-Organism	Target
BS056-023-1	Bacteria	Species	Burkholderia_mallei	53601	0	84.42	ephD_1	538	Pseudo-Organism	Target
BS056-023-2	Bacteria	Species	Burkholderia_mallei	53601	5	84.42	ephD_1	543	Pseudo-Organism	Target
BS056-023-3	Bacteria	Species	Burkholderia_mallei	53601	10	84.42	ephD_1	548	Pseudo-Organism	Target
BS056-023-4	Bacteria	Species	Burkholderia_mallei	53601	15	84.42	ephD_1	553	Pseudo-Organism	Target
BS056-023-5	Bacteria	Species	Burkholderia_mallei	53601	20	84.42	ephD_1	558	Pseudo-Organism	Target
BS056-024-1	Bacteria	Species	Burkholderia_mallei	431920	0	82.82	kdpE_1	606	Pseudo-Organism	Target
BS056-024-2	Bacteria	Species	Burkholderia_mallei	431920	5	82.82	kdpE_1	611	Pseudo-Organism	Target
BS056-024-3	Bacteria	Species	Burkholderia_mallei	431920	10	82.82	kdpE_1	616	Pseudo-Organism	Target
BS056-024-4	Bacteria	Species	Burkholderia_mallei	431920	15	82.82	kdpE_1	621	Pseudo-Organism	Target
BS056-024-5	Bacteria	Species	Burkholderia_mallei	431920	20	82.82	kdpE_1	626	Pseudo-Organism	Target
BS056-025-1	Bacteria	Species	Burkholderia_mallei	690572	0	82.70	tycC_2	427	Pseudo-Organism	Target
BS056-025-2	Bacteria	Species	Burkholderia_mallei	690572	5	82.70	tycC_2	432	Pseudo-Organism	Target
BS056-025-3	Bacteria	Species	Burkholderia_mallei	690572	10	82.70	tycC_2	437	Pseudo-Organism	Target
BS056-025-4	Bacteria	Species	Burkholderia_mallei	690572	15	82.70	tycC_2	442	Pseudo-Organism	Target
BS056-025-5	Bacteria	Species	Burkholderia_mallei	690572	20	82.70	tycC_2	447	Pseudo-Organism	Target
BS056-026-1	Bacteria	Species	Burkholderia_mallei	878329	0	85.50	mshA_1	122	Pseudo-Organism	Target
BS056-026-2	Bacteria	Species	Burkholderia_mallei	878329	5	85.50	mshA_1	127	Pseudo-Organism	Target
BS056-026-3	Bacteria	Species	Burkholderia_mallei	878329	10	85.50	mshA_1	132	Pseudo-Organism	Target
BS056-026-4	Bacteria	Species	Burkholderia_mallei	878329	15	85.50	mshA_1	137	Pseudo-Organism	Target
BS056-026-5	Bacteria	Species	Burkholderia_mallei	878329	20	85.50	mshA_1	142	Pseudo-Organism	Target
BS056-027-1	Bacteria	Species	Burkholderia_mallei	212876	0	84.49	ltaS1	554	Pseudo-Organism	Target
BS056-027-2	Bacteria	Species	Burkholderia_mallei	212876	5	84.49	ltaS1	559	Pseudo-Organism	Target
BS056-027-3	Bacteria	Species	Burkholderia_mallei	212876	10	84.49	ltaS1	564	Pseudo-Organism	Target
BS056-027-4	Bacteria	Species	Burkholderia_mallei	212876	15	84.49	ltaS1	569	Pseudo-Organism	Target
BS056-027-5	Bacteria	Species	Burkholderia_mallei	212876	20	84.49	ltaS1	574	Pseudo-Organism	Target
BS056-028-1	Bacteria	Species	Burkholderia_mallei	1160322	0	82.50	fhaC	868	Pseudo-Organism	Target
BS056-028-2	Bacteria	Species	Burkholderia_mallei	1160322	5	82.50	fhaC	873	Pseudo-Organism	Target
BS056-028-3	Bacteria	Species	Burkholderia_mallei	1160322	10	82.50	fhaC	878	Pseudo-Organism	Target
BS056-028-4	Bacteria	Species	Burkholderia_mallei	1160322	15	82.50	fhaC	883	Pseudo-Organism	Target
BS056-028-5	Bacteria	Species	Burkholderia_mallei	1160322	20	82.50	fhaC	888	Pseudo-Organism	Target
BS056-029-1	Bacteria	Species	Burkholderia_mallei	693389	0	87.07	tycC_2	3244	Pseudo-Organism	Target
BS056-029-2	Bacteria	Species	Burkholderia_mallei	693389	5	87.07	tycC_2	3249	Pseudo-Organism	Target
BS056-030-1	Bacteria	Species	Burkholderia_mallei	953397	0	85.28	xerC_1	747	Pseudo-Organism	Target
BS056-030-2	Bacteria	Species	Burkholderia_mallei	953397	5	85.28	xerC_1	752	Pseudo-Organism	Target
BS056-030-3	Bacteria	Species	Burkholderia_mallei	953397	10	85.28	xerC_1	757	Pseudo-Organism	Target
BS056-030-4	Bacteria	Species	Burkholderia_mallei	953397	15	85.28	xerC_1	762	Pseudo-Organism	Target
BS056-030-5	Bacteria	Species	Burkholderia_mallei	953397	20	85.28	xerC_1	767	Pseudo-Organism	Target
BS056-031-1	Bacteria	Species	Burkholderia_mallei	1218642	0	86.50	apbE_2	441	Pseudo-Organism	Target
BS056-031-2	Bacteria	Species	Burkholderia_mallei	1218642	5	86.50	apbE_2	446	Pseudo-Organism	Target
BS056-031-3	Bacteria	Species	Burkholderia_mallei	1218642	10	86.50	apbE_2	451	Pseudo-Organism	Target
BS056-031-4	Bacteria	Species	Burkholderia_mallei	1218642	15	86.50	apbE_2	456	Pseudo-Organism	Target
BS056-031-5	Bacteria	Species	Burkholderia_mallei	1218642	20	86.50	apbE_2	461	Pseudo-Organism	Target
BS056-032-1	Bacteria	Species	Burkholderia_mallei	53575	0	86.15	ephD_1	512	Pseudo-Organism	Target
BS056-032-2	Bacteria	Species	Burkholderia_mallei	53575	5	86.15	ephD_1	517	Pseudo-Organism	Target
BS056-032-3	Bacteria	Species	Burkholderia_mallei	53575	10	86.15	ephD_1	522	Pseudo-Organism	Target
BS056-032-4	Bacteria	Species	Burkholderia_mallei	53575	15	86.15	ephD_1	527	Pseudo-Organism	Target
BS056-032-5	Bacteria	Species	Burkholderia_mallei	53575	20	86.15	ephD_1	532	Pseudo-Organism	Target
BS056-033-1	Bacteria	Species	Burkholderia_mallei	953080	0	85.90	xerC_1	430	Pseudo-Organism	Target
BS056-033-2	Bacteria	Species	Burkholderia_mallei	953080	5	85.90	xerC_1	435	Pseudo-Organism	Target
BS056-033-3	Bacteria	Species	Burkholderia_mallei	953080	10	85.90	xerC_1	440	Pseudo-Organism	Target
BS056-033-4	Bacteria	Species	Burkholderia_mallei	953080	15	85.90	xerC_1	445	Pseudo-Organism	Target
BS056-033-5	Bacteria	Species	Burkholderia_mallei	953080	20	85.90	xerC_1	450	Pseudo-Organism	Target
BS056-034-1	Bacteria	Species	Burkholderia_mallei	1090132	0	85.90	grsB	4557	Pseudo-Organism	Target
BS056-035-1	Bacteria	Species	Burkholderia_mallei	1103460	0	86.07	fabH_3	729	Pseudo-Organism	Target
BS056-036-1	Bacteria	Species	Burkholderia_mallei	189644	1	87.27	fimA_3	116	Pseudo-Organism	Target
BS056-036-2	Bacteria	Species	Burkholderia_mallei	189644	6	87.27	fimA_3	121	Pseudo-Organism	Target
BS056-037-1	Bacteria	Species	Burkholderia_mallei	1248622	0	86.67	ntaA	792	Pseudo-Organism	Target
BS056-037-2	Bacteria	Species	Burkholderia_mallei	1248622	5	86.67	ntaA	797	Pseudo-Organism	Target
BS056-037-3	Bacteria	Species	Burkholderia_mallei	1248622	10	86.67	ntaA	802	Pseudo-Organism	Target
BS056-037-4	Bacteria	Species	Burkholderia_mallei	1248622	15	86.67	ntaA	807	Pseudo-Organism	Target
BS056-037-5	Bacteria	Species	Burkholderia_mallei	1248622	20	86.67	ntaA	812	Pseudo-Organism	Target
BS056-038-1	Bacteria	Species	Burkholderia_mallei	690266	0	82.49	tycC_2	121	Pseudo-Organism	Target
BS056-038-2	Bacteria	Species	Burkholderia_mallei	690266	5	82.49	tycC_2	126	Pseudo-Organism	Target
BS056-038-3	Bacteria	Species	Burkholderia_mallei	690266	10	82.49	tycC_2	131	Pseudo-Organism	Target
BS056-038-4	Bacteria	Species	Burkholderia_mallei	690266	15	82.49	tycC_2	136	Pseudo-Organism	Target
BS056-038-5	Bacteria	Species	Burkholderia_mallei	690266	20	82.49	tycC_2	141	Pseudo-Organism	Target
BS056-039-1	Bacteria	Species	Burkholderia_mallei	953640	0	85.48	xerC_1	990	Pseudo-Organism	Target
BS056-040-1	Bacteria	Species	Burkholderia_mallei	348611	0	86.54	atpA_2	1679	Pseudo-Organism	Target
BS056-040-2	Bacteria	Species	Burkholderia_mallei	348611	5	86.54	atpA_2	1684	Pseudo-Organism	Target
BS056-040-3	Bacteria	Species	Burkholderia_mallei	348611	10	86.54	atpA_2	1689	Pseudo-Organism	Target
BS056-040-4	Bacteria	Species	Burkholderia_mallei	348611	15	86.54	atpA_2	1694	Pseudo-Organism	Target
BS056-040-5	Bacteria	Species	Burkholderia_mallei	348611	20	86.54	atpA_2	1699	Pseudo-Organism	Target
BS056-041-1	Bacteria	Species	Burkholderia_mallei	431503	0	82.13	kdpE_1	189	Pseudo-Organism	Target
BS056-041-2	Bacteria	Species	Burkholderia_mallei	431503	5	82.13	kdpE_1	194	Pseudo-Organism	Target
BS056-042-1	Bacteria	Species	Burkholderia_mallei	976392	1	85.42	pksN	10385	Pseudo-Organism	Target
BS056-042-2	Bacteria	Species	Burkholderia_mallei	976392	6	85.42	pksN	10390	Pseudo-Organism	Target
BS056-042-3	Bacteria	Species	Burkholderia_mallei	976392	11	85.42	pksN	10395	Pseudo-Organism	Target
BS056-043-1	Bacteria	Species	Burkholderia_mallei	339621	0	86.45	ctaE_2	135	Pseudo-Organism	Target
BS056-043-2	Bacteria	Species	Burkholderia_mallei	339621	5	86.45	ctaE_2	140	Pseudo-Organism	Target
BS056-043-3	Bacteria	Species	Burkholderia_mallei	339621	10	86.45	ctaE_2	145	Pseudo-Organism	Target
BS056-043-4	Bacteria	Species	Burkholderia_mallei	339621	15	86.45	ctaE_2	150	Pseudo-Organism	Target
BS056-043-5	Bacteria	Species	Burkholderia_mallei	339621	20	86.45	ctaE_2	155	Pseudo-Organism	Target
BS056-044-1	Bacteria	Species	Burkholderia_mallei	693344	0	84.50	tycC_2	3199	Pseudo-Organism	Target
BS056-044-2	Bacteria	Species	Burkholderia_mallei	693344	5	84.50	tycC_2	3204	Pseudo-Organism	Target
BS056-044-3	Bacteria	Species	Burkholderia_mallei	693344	10	84.50	tycC_2	3209	Pseudo-Organism	Target
BS056-044-4	Bacteria	Species	Burkholderia_mallei	693344	15	84.50	tycC_2	3214	Pseudo-Organism	Target
BS056-044-5	Bacteria	Species	Burkholderia_mallei	693344	20	84.50	tycC_2	3219	Pseudo-Organism	Target
BS056-045-1	Bacteria	Species	Burkholderia_mallei	953386	0	85.34	xerC_1	736	Pseudo-Organism	Target
BS056-045-2	Bacteria	Species	Burkholderia_mallei	953386	5	85.34	xerC_1	741	Pseudo-Organism	Target
BS056-046-1	Bacteria	Species	Burkholderia_mallei	1218616	0	84.61	apbE_2	415	Pseudo-Organism	Target
BS056-046-2	Bacteria	Species	Burkholderia_mallei	1218616	5	84.61	apbE_2	420	Pseudo-Organism	Target
BS056-046-3	Bacteria	Species	Burkholderia_mallei	1218616	10	84.61	apbE_2	425	Pseudo-Organism	Target
BS056-046-4	Bacteria	Species	Burkholderia_mallei	1218616	15	84.61	apbE_2	430	Pseudo-Organism	Target
BS056-046-5	Bacteria	Species	Burkholderia_mallei	1218616	20	84.61	apbE_2	435	Pseudo-Organism	Target
BS056-047-1	Bacteria	Species	Burkholderia_mallei	953054	0	85.40	xerC_1	404	Pseudo-Organism	Target
BS056-047-2	Bacteria	Species	Burkholderia_mallei	953054	5	85.40	xerC_1	409	Pseudo-Organism	Target
BS056-047-3	Bacteria	Species	Burkholderia_mallei	953054	10	85.40	xerC_1	414	Pseudo-Organism	Target
BS056-047-4	Bacteria	Species	Burkholderia_mallei	953054	15	85.40	xerC_1	419	Pseudo-Organism	Target
BS056-048-1	Bacteria	Species	Burkholderia_mallei	49195	0	83.45	pksL_2	14842	Pseudo-Organism	Target
BS056-048-2	Bacteria	Species	Burkholderia_mallei	49195	5	83.45	pksL_2	14847	Pseudo-Organism	Target
BS056-048-3	Bacteria	Species	Burkholderia_mallei	49195	10	83.45	pksL_2	14852	Pseudo-Organism	Target
BS056-048-4	Bacteria	Species	Burkholderia_mallei	49195	15	83.45	pksL_2	14857	Pseudo-Organism	Target
BS056-048-5	Bacteria	Species	Burkholderia_mallei	49195	20	83.45	pksL_2	14862	Pseudo-Organism	Target
BS056-049-1	Bacteria	Species	Burkholderia_mallei	153621	0	87.59	kgtP_3	699	Pseudo-Organism	Target
BS056-049-2	Bacteria	Species	Burkholderia_mallei	153621	5	87.59	kgtP_3	704	Pseudo-Organism	Target
BS056-049-3	Bacteria	Species	Burkholderia_mallei	153621	10	87.59	kgtP_3	709	Pseudo-Organism	Target
BS056-049-4	Bacteria	Species	Burkholderia_mallei	153621	15	87.59	kgtP_3	714	Pseudo-Organism	Target
BS056-049-5	Bacteria	Species	Burkholderia_mallei	153621	20	87.59	kgtP_3	719	Pseudo-Organism	Target
BS056-050-1	Bacteria	Species	Burkholderia_mallei	35731	0	82.18	pksL_2	1378	Pseudo-Organism	Target
BS056-051-1	Bacteria	Species	Burkholderia_mallei	431868	0	82.66	kdpE_1	554	Pseudo-Organism	Target
BS056-051-2	Bacteria	Species	Burkholderia_mallei	431868	5	82.66	kdpE_1	559	Pseudo-Organism	Target
BS056-051-3	Bacteria	Species	Burkholderia_mallei	431868	10	82.66	kdpE_1	564	Pseudo-Organism	Target
BS056-051-4	Bacteria	Species	Burkholderia_mallei	431868	15	82.66	kdpE_1	569	Pseudo-Organism	Target
BS056-052-1	Bacteria	Species	Burkholderia_mallei	690531	2	84.14	tycC_2	388	Pseudo-Organism	Target
BS056-052-2	Bacteria	Species	Burkholderia_mallei	690531	7	84.14	tycC_2	393	Pseudo-Organism	Target
BS056-052-3	Bacteria	Species	Burkholderia_mallei	690531	12	84.14	tycC_2	398	Pseudo-Organism	Target
BS056-053-1	Bacteria	Species	Burkholderia_mallei	1248596	0	84.15	ntaA	766	Pseudo-Organism	Target
BS056-053-2	Bacteria	Species	Burkholderia_mallei	1248596	5	84.15	ntaA	771	Pseudo-Organism	Target
BS056-053-3	Bacteria	Species	Burkholderia_mallei	1248596	10	84.15	ntaA	776	Pseudo-Organism	Target
BS056-053-4	Bacteria	Species	Burkholderia_mallei	1248596	15	84.15	ntaA	781	Pseudo-Organism	Target
BS056-053-5	Bacteria	Species	Burkholderia_mallei	1248596	20	84.15	ntaA	786	Pseudo-Organism	Target
BS056-054-1	Bacteria	Species	Burkholderia_mallei	1159720	0	81.58	fhaC	266	Pseudo-Organism	Target
BS056-054-2	Bacteria	Species	Burkholderia_mallei	1159720	5	81.58	fhaC	271	Pseudo-Organism	Target
BS056-054-3	Bacteria	Species	Burkholderia_mallei	1159720	10	81.58	fhaC	276	Pseudo-Organism	Target
BS056-054-4	Bacteria	Species	Burkholderia_mallei	1159720	15	81.58	fhaC	281	Pseudo-Organism	Target
BS056-054-5	Bacteria	Species	Burkholderia_mallei	1159720	20	81.58	fhaC	286	Pseudo-Organism	Target
BS056-055-1	Bacteria	Species	Burkholderia_mallei	42514	0	86.64	pksL_2	8161	Pseudo-Organism	Target
BS056-055-2	Bacteria	Species	Burkholderia_mallei	42514	5	86.64	pksL_2	8166	Pseudo-Organism	Target
BS056-055-3	Bacteria	Species	Burkholderia_mallei	42514	10	86.64	pksL_2	8171	Pseudo-Organism	Target
BS056-055-4	Bacteria	Species	Burkholderia_mallei	42514	15	86.64	pksL_2	8176	Pseudo-Organism	Target
BS056-055-5	Bacteria	Species	Burkholderia_mallei	42514	20	86.64	pksL_2	8181	Pseudo-Organism	Target
BS056-056-1	Bacteria	Species	Burkholderia_mallei	46400	0	86.48	pksL_2	12047	Pseudo-Organism	Target
BS056-056-2	Bacteria	Species	Burkholderia_mallei	46400	5	86.48	pksL_2	12052	Pseudo-Organism	Target
BS056-056-3	Bacteria	Species	Burkholderia_mallei	46400	10	86.48	pksL_2	12057	Pseudo-Organism	Target
BS056-056-4	Bacteria	Species	Burkholderia_mallei	46400	15	86.48	pksL_2	12062	Pseudo-Organism	Target
BS056-056-5	Bacteria	Species	Burkholderia_mallei	46400	20	86.48	pksL_2	12067	Pseudo-Organism	Target
BS056-057-1	Bacteria	Species	Burkholderia_mallei	690240	0	81.06	tycC_2	95	Pseudo-Organism	Target
BS056-057-2	Bacteria	Species	Burkholderia_mallei	690240	5	81.06	tycC_2	100	Pseudo-Organism	Target
BS056-057-3	Bacteria	Species	Burkholderia_mallei	690240	10	81.06	tycC_2	105	Pseudo-Organism	Target
BS056-057-4	Bacteria	Species	Burkholderia_mallei	690240	15	81.06	tycC_2	110	Pseudo-Organism	Target
BS056-057-5	Bacteria	Species	Burkholderia_mallei	690240	20	81.06	tycC_2	115	Pseudo-Organism	Target
BS056-058-1	Bacteria	Species	Burkholderia_mallei	694498	0	84.55	tycC_2	4353	Pseudo-Organism	Target
