BaitID	TaxID	TargetRegion	RegionPositon	GeneCluster	ClusterPosition
Bait06095	2509492	Reg01561	10639	1a_0022	22
Bait06096	2509492	Reg01561	10643	1a_0022	26
Bait06097	2509492	Reg01561	10647	1a_0022	30
Bait06098	2509492	Reg01561	10651	1a_0022	34
Bait06099	2509492	Reg01561	10655	1a_0022	38
Bait06100	2509492	Reg01561	10659	1a_0022	42
Bait06101	2509492	Reg01561	10663	1a_0022	46
Bait06102	2509492	Reg01561	10667	1a_0022	50
Bait06103	2509492	Reg01561	10671	1a_0022	54
Bait06104	2509492	Reg01561	10675	1a_0022	58
Bait06105	2509492	Reg01561	10679	1a_0022	62
Bait06106	2509492	Reg01561	10683	1a_0022	66
Bait06107	2509492	Reg01561	10687	1a_0022	70
Bait06108	2509492	Reg01561	10691	1a_0022	74
Bait06109	2509492	Reg01561	10695	1a_0022	78
Bait06110	2509492	Reg01561	10699	1a_0022	82
Bait06111	2509492	Reg01561	10703	1a_0022	86
Bait06112	2509492	Reg01561	10707	1a_0022	90
Bait06113	2509492	Reg01561	10711	1a_0022	94
Bait06114	2509492	Reg01561	10715	1a_0022	98
Bait06115	2509496	Reg02065	13586	1a_0024	10649
Bait06116	2509496	Reg02065	13587	1a_0024	10650
Bait06117	2509496	Reg02065	13588	1a_0024	10651
Bait06118	2509496	Reg02065	13589	1a_0024	10652
Bait06119	2509496	Reg02065	13590	1a_0024	10653
Bait06120	694006	Reg03232	14106	1a_0020	8202
Bait06121	2509502	Reg02144	3388	rep_0008	3388
Bait06122	1159903	Reg00124	3313	S_0027	3313
Bait06123	1159903	Reg00124	3314	S_0027	3314
Bait06124	1159906	Reg00212	227	S_0028	227
Bait06125	1159906	Reg00212	228	S_0028	228
Bait06126	1159906	Reg00212	229	S_0028	229
Bait06127	1159906	Reg00212	230	S_0028	230
Bait06128	1159907	Reg00256	4015	1a_0005	504
Bait06129	1159907	Reg00256	4016	1a_0005	505
Bait06130	1159907	Reg00256	4017	1a_0005	506
Bait06131	1159907	Reg00256	4018	1a_0005	507
Bait06132	1385427	Reg00509	1416	N_0021	511
Bait06133	693999	Reg02777	3163	S_0036	1301
Bait06134	693999	Reg02777	3164	S_0036	1302
Bait06135	693999	Reg02777	3165	S_0036	1303
Bait06136	694006	Reg03098	166	M_0015	166
Bait06137	694008	Reg03271	4577	1a_0015	264
Bait06138	694008	Reg03271	4578	1a_0015	265
Bait06139	694005	Reg03064	11909	1a_0010	4001
Bait06140	694005	Reg03064	11910	1a_0010	4002
Bait06141	694005	Reg03064	11911	1a_0010	4003
Bait06142	694005	Reg03064	11912	1a_0010	4004
Bait06143	694005	Reg03064	11913	1a_0010	4005
Bait06144	694005	Reg03012	5260	S_0004	1487
Bait06145	694005	Reg03012	5278	S_0004	1505
Bait06146	694005	Reg03012	5296	S_0004	1523
Bait06147	694005	Reg03012	5314	S_0004	1541
Bait06148	694005	Reg03012	5332	S_0004	1559
Bait06149	694005	Reg03012	5350	S_0004	1577
Bait06150	694005	Reg03012	5368	S_0004	1595
Bait06151	694005	Reg03012	5386	S_0004	1613
Bait06152	694005	Reg03012	5404	S_0004	1631
Bait06153	2509502	Reg02123	2599	rep_0008	2599
Bait06154	2509502	Reg02123	2600	rep_0008	2600
Bait06155	2509502	Reg02123	2601	rep_0008	2601
Bait06156	2509502	Reg02123	2602	rep_0008	2602
Bait06157	2509502	Reg02123	2603	rep_0008	2603
Bait06158	2509502	Reg02123	2604	rep_0008	2604
Bait06159	1159901	Reg00043	1228	N_0027	570
Bait06160	1159901	Reg00043	1229	N_0027	571
Bait06161	1159901	Reg00043	1230	N_0027	572
Bait06162	1159901	Reg00043	1231	N_0027	573
Bait06163	1159901	Reg00043	1232	N_0027	574
Bait06164	1159901	Reg00043	1233	N_0027	575
Bait06165	1159901	Reg00043	1234	N_0027	576
Bait06166	1590370	Reg01016	5026	S_0003	2915
Bait06167	1590370	Reg01016	5027	S_0003	2916
Bait06168	694008	Reg03342	9719	1a_0015	5406
Bait06169	1892416	Reg01317	14992	1a_0019	9118
Bait06170	1892416	Reg01231	7969	1a_0019	2095
Bait06171	1892416	Reg01231	7971	1a_0019	2097
Bait06172	1892416	Reg01231	7973	1a_0019	2099
Bait06173	1892416	Reg01231	7975	1a_0019	2101
Bait06174	1892416	Reg01231	7977	1a_0019	2103
Bait06175	1892416	Reg01231	7979	1a_0019	2105
Bait06176	2509496	Reg01956	7821	1a_0024	4884
Bait06177	2509496	Reg01956	7822	1a_0024	4885
Bait06178	2509496	Reg01956	7823	1a_0024	4886
Bait06179	1541205	Reg00877	10358	S_0011	73
Bait06180	1541205	Reg00877	10359	S_0011	74
Bait06181	1541205	Reg00877	10360	S_0011	75
Bait06182	1541205	Reg00848	2174	rep_0006	2
Bait06183	1541205	Reg00848	2178	rep_0006	6
Bait06184	1541205	Reg00848	2182	rep_0006	10
Bait06185	1541205	Reg00848	2186	rep_0006	14
Bait06186	1541205	Reg00848	2190	rep_0006	18
Bait06187	1159908	Reg00300	8228	rep_0003	6522
Bait06188	1159908	Reg00300	8229	rep_0003	6523
Bait06189	1159908	Reg00300	8230	rep_0003	6524
Bait06190	1159908	Reg00300	8231	rep_0003	6525
Bait06191	1159908	Reg00300	8232	rep_0003	6526
Bait06192	1159908	Reg00300	8233	rep_0003	6527
Bait06193	1159908	Reg00300	8234	rep_0003	6528
Bait06194	1159908	Reg00300	8235	rep_0003	6529
Bait06195	1508228	Reg00809	13201	1a_0021	153
Bait06196	1508228	Reg00809	13202	1a_0021	154
Bait06197	2509502	Reg02125	2609	rep_0008	2609
Bait06198	2509502	Reg02125	2611	rep_0008	2611
Bait06199	2509502	Reg02125	2613	rep_0008	2613
Bait06200	2509502	Reg02125	2615	rep_0008	2615
Bait06201	2509502	Reg02125	2617	rep_0008	2617
Bait06202	2509496	Reg01828	433	4b_0014	183
Bait06203	2509496	Reg01828	434	4b_0014	184
Bait06204	1892416	Reg01175	5755	S_0014	3755
Bait06205	1892416	Reg01175	5763	S_0014	3763
Bait06206	1892416	Reg01175	5771	S_0014	3771
Bait06207	1892416	Reg01175	5779	S_0014	3779
Bait06208	1892416	Reg01175	5787	S_0014	3787
Bait06209	694008	Reg03307	6834	1a_0015	2521
Bait06210	694006	Reg03165	6321	1a_0020	417
Bait06211	694006	Reg03165	6331	1a_0020	427
Bait06212	694006	Reg03165	6341	1a_0020	437
Bait06213	694006	Reg03165	6351	1a_0020	447
Bait06214	694006	Reg03165	6361	1a_0020	457
Bait06215	694006	Reg03129	1547	N_0025	877
Bait06216	694006	Reg03129	1548	N_0025	878
Bait06217	694006	Reg03129	1549	N_0025	879
Bait06218	694006	Reg03129	1550	N_0025	880
Bait06219	694006	Reg03129	1551	N_0025	881
Bait06220	694006	Reg03129	1552	N_0025	882
Bait06221	2509512	Reg02538	12494	1a_0027	11800
Bait06222	2509502	Reg02172	4581	rep_0008	4581
Bait06223	694005	Reg03048	10154	1a_0010	12400
Bait06224	572289	Reg02681	2796	S_0023	2796
Bait06225	572289	Reg02681	2797	S_0023	2797
Bait06226	572289	Reg02681	2798	S_0023	2798
Bait06227	572289	Reg02681	2799	S_0023	2799
Bait06228	572289	Reg02681	2800	S_0023	2800
Bait06229	572289	Reg02681	2801	S_0023	2801
Bait06230	572289	Reg02681	2802	S_0023	2802
Bait06231	572289	Reg02681	2803	S_0023	2803
Bait06232	11135	Reg00005	139	7b_0002	139
Bait06233	11135	Reg00005	140	7b_0002	140
Bait06234	11135	Reg00005	141	7b_0002	141
Bait06235	11135	Reg00005	142	7b_0002	142
Bait06236	11135	Reg00005	143	7b_0002	143
Bait06237	11135	Reg00005	144	7b_0002	144
Bait06238	11135	Reg00005	145	7b_0002	145
Bait06239	11135	Reg00005	146	7b_0002	146
Bait06240	11135	Reg00005	147	7b_0002	147
Bait06241	11135	Reg00005	148	7b_0002	148
Bait06242	11135	Reg00005	149	7b_0002	149
Bait06243	11135	Reg00005	150	7b_0002	150
Bait06244	11135	Reg00005	151	7b_0002	151
Bait06245	11135	Reg00005	152	7b_0002	152
Bait06246	11135	Reg00005	153	7b_0002	153
Bait06247	11135	Reg00005	154	7b_0002	154
Bait06248	1241933	Reg00369	1527	N_0010	869
Bait06249	1241933	Reg00369	1528	N_0010	870
Bait06250	1503289	Reg00571	1882	N_0012	536
Bait06251	1503289	Reg00571	1883	N_0012	537
Bait06252	1503289	Reg00571	1884	N_0012	538
Bait06253	1503289	Reg00571	1885	N_0012	539
Bait06254	1503289	Reg00571	1886	N_0012	540
Bait06255	1503289	Reg00571	1887	N_0012	541
Bait06256	1159904	Reg00140	1031	N_0028	379
Bait06257	1159904	Reg00140	1032	N_0028	380
Bait06258	693997	Reg02716	3917	S_0031	1169
Bait06259	693997	Reg02716	3920	S_0031	1172
Bait06260	693997	Reg02716	3923	S_0031	1175
Bait06261	693997	Reg02716	3926	S_0031	1178
Bait06262	693997	Reg02716	3929	S_0031	1181
Bait06263	693997	Reg02716	3932	S_0031	1184
Bait06264	693997	Reg02716	3935	S_0031	1187
Bait06265	694001	Reg02853	6230	1a_0032	161
Bait06266	694001	Reg02853	6231	1a_0032	162
Bait06267	694001	Reg02853	6232	1a_0032	163
Bait06268	1159903	Reg00092	214	S_0027	214
Bait06269	1159903	Reg00092	215	S_0027	215
Bait06270	1159903	Reg00092	216	S_0027	216
Bait06271	1159903	Reg00092	217	S_0027	217
Bait06272	1159903	Reg00092	218	S_0027	218
Bait06273	1159903	Reg00092	219	S_0027	219
Bait06274	1159903	Reg00092	220	S_0027	220
Bait06275	1159903	Reg00092	221	S_0027	221
Bait06276	1159903	Reg00092	222	S_0027	222
Bait06277	1159903	Reg00092	223	S_0027	223
Bait06278	1159903	Reg00092	224	S_0027	224
Bait06279	1159903	Reg00092	225	S_0027	225
Bait06280	1159903	Reg00092	226	S_0027	226
Bait06281	1159903	Reg00092	227	S_0027	227
Bait06282	2509511	Reg02366	12280	1a_0018	2226
Bait06283	572289	Reg02668	77	S_0023	77
Bait06284	572289	Reg02668	78	S_0023	78
Bait06285	2509492	Reg01480	4673	rep_0010	2099
Bait06286	2509492	Reg01480	4674	rep_0010	2100
Bait06287	2509502	Reg02099	1065	rep_0008	1065
Bait06288	2509502	Reg02099	1069	rep_0008	1069
Bait06289	2509502	Reg02099	1073	rep_0008	1073
Bait06290	2509502	Reg02099	1077	rep_0008	1077
Bait06291	2509502	Reg02099	1081	rep_0008	1081
Bait06292	2509502	Reg02099	1085	rep_0008	1085
Bait06293	2509502	Reg02099	1089	rep_0008	1089
Bait06294	2509502	Reg02099	1093	rep_0008	1093
Bait06295	2509502	Reg02099	1097	rep_0008	1097
Bait06296	2509502	Reg02099	1101	rep_0008	1101
Bait06297	2509502	Reg02099	1105	rep_0008	1105
Bait06298	2509502	Reg02099	1109	rep_0008	1109
Bait06299	2509502	Reg02099	1113	rep_0008	1113
Bait06300	2509502	Reg02099	1117	rep_0008	1117
Bait06301	1508220	Reg00774	372	S_0007	41
Bait06302	1508220	Reg00774	373	S_0007	42
Bait06303	1508220	Reg00774	374	S_0007	43
Bait06304	1508220	Reg00774	375	S_0007	44
Bait06305	1508220	Reg00774	376	S_0007	45
Bait06306	1508220	Reg00774	377	S_0007	46
Bait06307	1508220	Reg00774	378	S_0007	47
Bait06308	1508220	Reg00774	379	S_0007	48
Bait06309	1508220	Reg00774	380	S_0007	49
Bait06310	1508220	Reg00774	381	S_0007	50
Bait06311	1508220	Reg00774	382	S_0007	51
Bait06312	1508220	Reg00774	383	S_0007	52
Bait06313	1508220	Reg00774	384	S_0007	53
Bait06314	1508220	Reg00774	385	S_0007	54
Bait06315	2509512	Reg02458	2584	1a_0027	1890
Bait06316	2509512	Reg02458	2591	1a_0027	1897
Bait06317	2509512	Reg02458	2598	1a_0027	1904
Bait06318	2509512	Reg02458	2605	1a_0027	1911
Bait06319	2509512	Reg02458	2612	1a_0027	1918
Bait06320	1503289	Reg00605	7518	1a_0028	716
Bait06321	1503289	Reg00605	7519	1a_0028	717
Bait06322	1503289	Reg00605	7520	1a_0028	718
Bait06323	1503289	Reg00605	7521	1a_0028	719
Bait06324	1503289	Reg00605	7522	1a_0028	720
Bait06325	1892416	Reg01140	3675	S_0014	1675
Bait06326	1892416	Reg01140	3676	S_0014	1676
Bait06327	1892416	Reg01140	3677	S_0014	1677
Bait06328	1892416	Reg01140	3678	S_0014	1678
Bait06329	1892416	Reg01140	3679	S_0014	1679
Bait06330	1892416	Reg01140	3680	S_0014	1680
Bait06331	1385427	Reg00529	6250	1a_0016	111
Bait06332	1385427	Reg00529	6251	1a_0016	112
Bait06333	2509512	Reg02446	1957	1a_0027	1263	3220
Bait06334	2509512	Reg02446	1958	1a_0027	1264	3221
Bait06335	694015	Reg03418	4051	rep_0014	1837
Bait06336	694015	Reg03418	4052	rep_0014	1838
Bait06337	694015	Reg03418	4053	rep_0014	1839
Bait06338	694015	Reg03418	4054	rep_0014	1840
Bait06339	2509512	Reg02438	1711	1a_0027	1017
Bait06340	2509512	Reg02438	1713	1a_0027	1019
Bait06341	2509512	Reg02438	1715	1a_0027	1021
Bait06342	2509512	Reg02438	1717	1a_0027	1023
Bait06343	2509512	Reg02438	1719	1a_0027	1025
Bait06344	694008	Reg03266	2317	S_0009	2040
Bait06345	694008	Reg03266	2318	S_0009	2041
Bait06346	694008	Reg03266	2319	S_0009	2042
Bait06347	694001	Reg02939	10852	1a_0032	4783
Bait06348	2509492	Reg01721	22666	1a_0022	12049
Bait06349	2509492	Reg01721	22684	1a_0022	12067
Bait06350	2509492	Reg01721	22702	1a_0022	12085
Bait06351	2509492	Reg01721	22720	1a_0022	12103
Bait06352	2509492	Reg01721	22738	1a_0022	12121
Bait06353	2509492	Reg01721	22756	1a_0022	12139
Bait06354	2509492	Reg01721	22774	1a_0022	12157
Bait06355	1159907	Reg00262	7852	1a_0005	4341
Bait06356	1159907	Reg00262	7853	1a_0005	4342
Bait06357	2509494	Reg01728	1657	N_0020	746
Bait06358	2509494	Reg01728	1659	N_0020	748
Bait06359	2509494	Reg01728	1661	N_0020	750
Bait06360	2509494	Reg01728	1663	N_0020	752
Bait06361	2509494	Reg01728	1665	N_0020	754
Bait06362	2509494	Reg01728	1667	N_0020	756
Bait06363	2509494	Reg01728	1669	N_0020	758
Bait06364	2509494	Reg01728	1671	N_0020	760
Bait06365	2509494	Reg01728	1673	N_0020	762
Bait06366	2509494	Reg01728	1675	N_0020	764
Bait06367	1541205	Reg00833	1365	N_0022	451
Bait06368	1541205	Reg00833	1367	N_0022	453
Bait06369	1541205	Reg00833	1369	N_0022	455
Bait06370	1541205	Reg00833	1371	N_0022	457
Bait06371	1541205	Reg00833	1373	N_0022	459
Bait06372	694005	Reg03071	13897	1a_0010	5989
Bait06373	694005	Reg03071	13898	1a_0010	5990
Bait06374	694005	Reg03071	13899	1a_0010	5991
Bait06375	694005	Reg03071	13900	1a_0010	5992
Bait06376	694005	Reg03071	13901	1a_0010	5993
Bait06377	694005	Reg03071	13902	1a_0010	5994
Bait06378	694005	Reg03071	13903	1a_0010	5995
Bait06379	694005	Reg03071	13904	1a_0010	5996
Bait06380	693999	Reg02774	2736	S_0036	874
Bait06381	2509496	Reg01850	1803	N_0002	1
Bait06382	2509496	Reg01850	1813	N_0002	11
Bait06383	2509496	Reg01850	1823	N_0002	21
Bait06384	2509496	Reg01850	1833	N_0002	31
Bait06385	2509496	Reg01850	1843	N_0002	41
Bait06386	2509512	Reg02533	12204	1a_0027	11510
Bait06387	2509512	Reg02533	12205	1a_0027	11511
Bait06388	2509512	Reg02533	12206	1a_0027	11512
Bait06389	2509512	Reg02533	12207	1a_0027	11513
Bait06390	2509512	Reg02533	12208	1a_0027	11514
Bait06391	2509511	Reg02300	7337	rep_0007	5171
Bait06392	1159906	Reg00231	2922	S_0028	2922
Bait06393	694008	Reg03379	15682	1a_0015	11369
Bait06394	694008	Reg03379	15683	1a_0015	11370
Bait06395	693997	Reg02717	3937	S_0031	1189
Bait06396	2509511	Reg02301	7348	rep_0007	5182
Bait06397	694015	Reg03466	19770	1a_0000	5095
Bait06398	694015	Reg03466	19771	1a_0000	5096
Bait06399	694015	Reg03466	19772	1a_0000	5097
Bait06400	694015	Reg03466	19773	1a_0000	5098
Bait06401	694015	Reg03451	15379	1a_0000	704
Bait06402	694001	Reg02942	10861	1a_0032	4792
Bait06403	694001	Reg02942	10862	1a_0032	4793
Bait06404	694001	Reg02942	10863	1a_0032	4794
Bait06405	694001	Reg02942	10864	1a_0032	4795
Bait06406	1541205	Reg00905	15781	1a_0017	184
Bait06407	694005	Reg02976	1	HE_0001	1
Bait06408	694005	Reg02976	7	HE_0001	7
Bait06409	694005	Reg02976	13	HE_0001	13
Bait06410	694005	Reg02976	19	HE_0001	19
Bait06411	694005	Reg02976	25	HE_0001	25
Bait06412	1892416	Reg01196	6512	1a_0019	638
Bait06413	1892416	Reg01196	6516	1a_0019	642
Bait06414	1892416	Reg01196	6520	1a_0019	646
Bait06415	1892416	Reg01196	6524	1a_0019	650
Bait06416	1892416	Reg01196	6528	1a_0019	654
Bait06417	694005	Reg02985	1136	HE_0001	1136
Bait06418	694005	Reg02985	1137	HE_0001	1137
Bait06419	TXID30106888	Reg03642	2065	S_0006	2065
Bait06420	TXID30106888	Reg03642	2066	S_0006	2066
Bait06421	TXID30106888	Reg03642	2067	S_0006	2067
Bait06422	TXID30106888	Reg03642	2068	S_0006	2068
Bait06423	TXID30106888	Reg03642	2069	S_0006	2069
Bait06424	TXID30106888	Reg03642	2070	S_0006	2070
Bait06425	TXID30106887	Reg03627	14897	1a_0026	8930
Bait06426	TXID30106887	Reg03627	14898	1a_0026	8931
Bait06427	TXID30106887	Reg03627	14899	1a_0026	8932
Bait06428	TXID30106887	Reg03627	14900	1a_0026	8933
Bait06429	TXID30106887	Reg03627	14901	1a_0026	8934
Bait06430	TXID30106887	Reg03627	14902	1a_0026	8935
Bait06431	TXID30106887	Reg03627	14903	1a_0026	8936
Bait06432	TXID30106887	Reg03627	14904	1a_0026	8937
Bait06433	TXID30106887	Reg03627	14905	1a_0026	8938
Bait06434	TXID30106887	Reg03627	14906	1a_0026	8939
Bait06435	TXID30106887	Reg03627	14907	1a_0026	8940
Bait06436	TXID30106887	Reg03627	14908	1a_0026	8941
Bait06437	1508224	Reg00794	1244	S_0018	418
Bait06438	1508224	Reg00794	1245	S_0018	419
Bait06439	1508224	Reg00794	1246	S_0018	420
Bait06440	1508224	Reg00794	1247	S_0018	421
Bait06441	1159908	Reg00276	321	M_0006	321
Bait06442	1159908	Reg00276	324	M_0006	324
Bait06443	1159908	Reg00276	327	M_0006	327
Bait06444	1159908	Reg00276	330	M_0006	330
Bait06445	1159908	Reg00276	333	M_0006	333
Bait06446	1159908	Reg00276	336	M_0006	336
Bait06447	1159908	Reg00276	339	M_0006	339
Bait06448	1159905	Reg00185	25	S_0022	25
Bait06449	1159905	Reg00185	26	S_0022	26
Bait06450	1508224	Reg00795	3107	S_0018	2281
Bait06451	1508224	Reg00795	3108	S_0018	2282
Bait06452	1508224	Reg00795	3109	S_0018	2283
Bait06453	1385427	Reg00537	9244	1a_0016	3105
Bait06454	1503291	Reg00694	3246	S_0043	636
Bait06455	1503291	Reg00694	3247	S_0043	637
Bait06456	1385427	Reg00506	1259	N_0021	354
Bait06457	1241933	Reg00375	6056	1a_0029	137
Bait06458	1241933	Reg00375	6057	1a_0029	138
Bait06459	1241933	Reg00375	6058	1a_0029	139
Bait06460	1241933	Reg00375	6059	1a_0029	140
Bait06461	1241933	Reg00375	6060	1a_0029	141
Bait06462	1241933	Reg00375	6061	1a_0029	142
Bait06463	1241933	Reg00375	6062	1a_0029	143
Bait06464	1241933	Reg00375	6063	1a_0029	144
Bait06465	1241933	Reg00375	6064	1a_0029	145
Bait06466	1241933	Reg00375	6065	1a_0029	146
Bait06467	1241933	Reg00375	6066	1a_0029	147
Bait06468	1241933	Reg00375	6067	1a_0029	148
Bait06469	1241933	Reg00375	6068	1a_0029	149
Bait06470	1241933	Reg00375	6069	1a_0029	150
Bait06471	694006	Reg03116	1099	N_0025	429
Bait06472	694006	Reg03116	1100	N_0025	430
Bait06473	694006	Reg03116	1101	N_0025	431
Bait06474	694006	Reg03116	1102	N_0025	432
Bait06475	694006	Reg03116	1103	N_0025	433
Bait06476	694006	Reg03116	1104	N_0025	434
Bait06477	694006	Reg03116	1105	N_0025	435
Bait06478	1503291	Reg00688	2922	S_0043	312
Bait06479	1503291	Reg00688	2923	S_0043	313
Bait06480	1503292	Reg00767	10100	1a_0030	4142
Bait06481	1541205	Reg00965	24665	1a_0017	9068
Bait06482	1541205	Reg00965	24669	1a_0017	9072
Bait06483	1541205	Reg00965	24673	1a_0017	9076
Bait06484	1541205	Reg00965	24677	1a_0017	9080
Bait06485	1541205	Reg00965	24681	1a_0017	9084
Bait06486	1590370	Reg01012	4285	S_0003	2174
Bait06487	1590370	Reg01012	4286	S_0003	2175
Bait06488	1590370	Reg01012	4287	S_0003	2176
Bait06489	1590370	Reg01012	4288	S_0003	2177
Bait06490	694015	Reg03428	6961	rep_0014	4747
Bait06491	694015	Reg03428	6962	rep_0014	4748
Bait06492	694015	Reg03428	6963	rep_0014	4749
Bait06493	694015	Reg03428	6964	rep_0014	4750
Bait06494	694015	Reg03428	6965	rep_0014	4751
Bait06495	694015	Reg03428	6966	rep_0014	4752
Bait06496	694015	Reg03428	6967	rep_0014	4753
Bait06497	694015	Reg03428	6968	rep_0014	4754
Bait06498	694015	Reg03428	6969	rep_0014	4755
Bait06499	694015	Reg03428	6970	rep_0014	4756
Bait06500	1590370	Reg01034	7356	1a_0012	1167
Bait06501	694005	Reg03035	8692	1a_0010	784
Bait06502	694005	Reg03035	8696	1a_0010	788
Bait06503	694005	Reg03035	8700	1a_0010	792
Bait06504	694005	Reg03035	8704	1a_0010	796
Bait06505	694005	Reg03035	8708	1a_0010	800
Bait06506	2509511	Reg02249	468	M_0013	236
Bait06507	2509511	Reg02249	469	M_0013	237
Bait06508	2509511	Reg02249	470	M_0013	238
Bait06509	1590370	Reg01054	9281	1a_0012	3092
Bait06510	1590370	Reg01054	9282	1a_0012	3093
Bait06511	1159903	Reg00099	713	S_0027	713
Bait06512	TXID30106887	Reg03581	7133	1a_0026	1166
Bait06513	TXID30106887	Reg03581	7136	1a_0026	1169
Bait06514	TXID30106887	Reg03581	7139	1a_0026	1172
Bait06515	TXID30106887	Reg03581	7142	1a_0026	1175
Bait06516	TXID30106887	Reg03581	7145	1a_0026	1178
Bait06517	TXID30106887	Reg03581	7148	1a_0026	1181
Bait06518	TXID30106887	Reg03581	7151	1a_0026	1184
Bait06519	TXID30106887	Reg03581	7154	1a_0026	1187
Bait06520	TXID30106887	Reg03581	7157	1a_0026	1190
Bait06521	TXID30106887	Reg03581	7160	1a_0026	1193
Bait06522	1590370	Reg01024	6615	1a_0012	426
Bait06523	1590370	Reg01024	6616	1a_0012	427
Bait06524	1590370	Reg01024	6617	1a_0012	428
Bait06525	28295	Reg02637	13300	1a_0034	11294
Bait06526	28295	Reg02637	13301	1a_0034	11295
Bait06527	693999	Reg02763	1690	N_0008	1014
Bait06528	693999	Reg02763	1691	N_0008	1015
Bait06529	693999	Reg02763	1692	N_0008	1016
Bait06530	693999	Reg02763	1693	N_0008	1017
Bait06531	693999	Reg02763	1694	N_0008	1018
Bait06532	693999	Reg02763	1695	N_0008	1019
Bait06533	1503291	Reg00734	9515	1a_0036	2791
Bait06534	1503291	Reg00645	1169	M_0026	544
Bait06535	1503291	Reg00645	1170	M_0026	545
Bait06536	1503291	Reg00645	1171	M_0026	546
Bait06537	1503291	Reg00645	1172	M_0026	547
Bait06538	1503291	Reg00645	1173	M_0026	548
Bait06539	1503291	Reg00645	1174	M_0026	549
Bait06540	1503291	Reg00645	1175	M_0026	550
Bait06541	1892416	Reg01310	14369	1a_0019	8495
Bait06542	1892416	Reg01310	14370	1a_0019	8496
Bait06543	693997	Reg02738	12203	1a_0023	5054
Bait06544	693997	Reg02738	12204	1a_0023	5055
Bait06545	693997	Reg02738	12205	1a_0023	5056
Bait06546	694006	Reg03200	9255	1a_0020	3351
Bait06547	2509502	Reg02115	2348	rep_0008	2348
Bait06548	2509502	Reg02115	2350	rep_0008	2350
Bait06549	2509502	Reg02115	2352	rep_0008	2352
Bait06550	2509502	Reg02115	2354	rep_0008	2354
Bait06551	2509502	Reg02115	2356	rep_0008	2356
Bait06552	2509502	Reg02115	2358	rep_0008	2358
Bait06553	2509502	Reg02115	2360	rep_0008	2360
Bait06554	1159907	Reg00249	3911	1a_0005	400
Bait06555	TXID30106887	Reg03579	7032	1a_0026	1065
Bait06556	2509494	Reg01773	12264	1a_0013	2081
Bait06557	694005	Reg02988	1671	2a_0001	350
Bait06558	694005	Reg02988	1677	2a_0001	356
Bait06559	694005	Reg02988	1683	2a_0001	362
Bait06560	694005	Reg02988	1689	2a_0001	368
Bait06561	694005	Reg02988	1695	2a_0001	374
Bait06562	1920748	Reg01362	1129	N_0004	444
Bait06563	1920748	Reg01362	1130	N_0004	445
Bait06564	1920748	Reg01362	1131	N_0004	446
Bait06565	1920748	Reg01362	1132	N_0004	447
Bait06566	1920748	Reg01362	1133	N_0004	448
Bait06567	1920748	Reg01362	1134	N_0004	449
Bait06568	1920748	Reg01362	1135	N_0004	450
Bait06569	1920748	Reg01362	1136	N_0004	451
Bait06570	1920748	Reg01362	1137	N_0004	452
Bait06571	1920748	Reg01362	1138	N_0004	453
Bait06572	1920748	Reg01362	1139	N_0004	454
Bait06573	1920748	Reg01362	1140	N_0004	455
Bait06574	1920748	Reg01362	1141	N_0004	456
Bait06575	1920748	Reg01362	1142	N_0004	457
Bait06576	1920748	Reg01362	1143	N_0004	458
Bait06577	1920748	Reg01379	5322	S_0039	3412
Bait06578	1159904	Reg00178	23692	1a_0008	10485
Bait06579	1159901	Reg00064	6281	rep_0001	4593
Bait06580	1159901	Reg00064	6283	rep_0001	4595
Bait06581	1159901	Reg00064	6285	rep_0001	4597
Bait06582	1159901	Reg00064	6287	rep_0001	4599
Bait06583	1159901	Reg00064	6289	rep_0001	4601
Bait06584	1159901	Reg00064	6291	rep_0001	4603
Bait06585	1159901	Reg00064	6293	rep_0001	4605
Bait06586	1159901	Reg00064	6295	rep_0001	4607
Bait06587	1159901	Reg00064	6297	rep_0001	4609
Bait06588	1159901	Reg00064	6299	rep_0001	4611
Bait06589	2509512	Reg02517	6388	1a_0027	5694
Bait06590	2509512	Reg02517	6390	1a_0027	5696
Bait06591	2509512	Reg02517	6392	1a_0027	5698
Bait06592	2509512	Reg02517	6394	1a_0027	5700
Bait06593	2509512	Reg02517	6396	1a_0027	5702
Bait06594	2509512	Reg02517	6398	1a_0027	5704
Bait06595	2509496	Reg01882	3722	1a_0024	785
Bait06596	2509496	Reg01882	3731	1a_0024	794
Bait06597	2509496	Reg01882	3740	1a_0024	803
Bait06598	2509496	Reg01882	3749	1a_0024	812
Bait06599	2509496	Reg01882	3758	1a_0024	821
Bait06600	2509494	Reg01725	1219	N_0020	308
Bait06601	2509494	Reg01725	1233	N_0020	322
Bait06602	2509494	Reg01725	1247	N_0020	336
Bait06603	2509494	Reg01725	1261	N_0020	350
Bait06604	2509494	Reg01725	1275	N_0020	364
Bait06605	2509502	Reg02188	5535	rep_0008	5535
Bait06606	2509502	Reg02188	5553	rep_0008	5553
Bait06607	2509502	Reg02188	5571	rep_0008	5571
Bait06608	2509502	Reg02188	5589	rep_0008	5589
Bait06609	2509502	Reg02188	5607	rep_0008	5607
Bait06610	2509502	Reg02188	5625	rep_0008	5625
Bait06611	2509492	Reg01549	9110	rep_0010	6536
Bait06612	1159901	Reg00063	6182	rep_0001	4494
Bait06613	1159901	Reg00063	6183	rep_0001	4495
